1742399310.4482362,434240000,-29.73,21.52
1742399310.449127,434242000,-28.34,24.75
1742399310.450293,434244000,-29.18,24.27
1742399310.4512203,434258000,-31.56,20.27
1742399310.4522135,434260000,-29.77,21.35
1742399310.4531503,434262000,-30.55,20.37
1742399522.4833653,434804000,-39.10,20.26
1742400166.246709,433252000,-37.50,22.14
1742400219.0545099,434894000,-42.78,23.62
1742401071.9825077,433550000,-37.77,20.55
1742401091.5007572,434260000,-28.67,24.29
1742401091.5014172,434262000,-28.78,22.08
1742401213.161103,433206000,-44.71,21.19
1742401316.5899274,434422000,-36.92,20.53
1742401316.5906093,434424000,-37.50,20.03
1742401544.1792796,433768000,-39.64,20.60
1742401544.180266,433770000,-41.86,20.73
1742402846.7009435,433452000,-37.32,21.86
1742403354.2909667,434422000,-39.08,21.87
1742403461.3597739,433540000,-41.57,20.54
1742403715.9018798,434498000,-40.70,20.15
1742404231.4754899,433158000,-40.87,20.03
1742404359.0966208,433966000,-40.39,20.55
1742404378.87892,433888000,-33.19,20.83
1742404378.8800316,433890000,-32.48,20.33
1742404571.3778095,432986000,-43.36,20.62
1742404821.174619,434484000,-38.82,21.67
1742405092.7851036,433268000,-39.04,20.76
1742405287.4762506,433748000,-40.73,21.14
1742405324.980874,433816000,-38.30,21.09
1742405739.186416,433346000,-42.24,20.01
1742405746.684822,433880000,-35.02,21.93
1742405746.6857293,433882000,-35.30,20.30
1742405746.6870208,433958000,-34.93,22.00
1742405792.5712292,433804000,-40.46,20.59
1742406076.4661994,433124000,-42.81,20.10
1742406161.5945418,434750000,-42.94,20.20
1742406173.365261,433724000,-41.43,20.51
1742406435.1927302,434422000,-32.69,22.25
1742406436.473337,434422000,-34.50,20.20
1742406437.882547,434802000,-43.27,21.59
1742407436.664753,433990000,-43.24,20.22
1742407481.977593,433978000,-42.26,20.24
1742407836.6725147,433752000,-42.08,20.25
1742409406.9742637,434416000,-42.17,20.15
1742409470.9092774,433560000,-42.91,21.27
1742409648.8296678,433480000,-42.67,20.74
1742409773.824878,434080000,-41.81,20.74
1742410697.9221528,435018000,-42.94,20.55
1742411652.6028879,433100000,-42.98,20.15
1742411948.8026583,434348000,-37.73,23.49
1742412505.2306626,434782000,-44.88,20.14
1742412859.6019547,434710000,-41.28,20.74
1742413241.7253573,433102000,-43.24,21.42
1742414909.2074618,434978000,-43.43,20.22
1742416446.2864537,433924000,-41.72,20.02
1742416749.7074718,434714000,-49.08,20.73
1742416777.2899358,433236000,-47.99,20.63
1742417201.0961828,433692000,-46.10,21.16
1742417236.68272,434236000,-44.13,20.14
1742417869.4187589,434456000,-38.44,21.33
1742418180.6440482,433036000,-43.21,20.37
1742418422.8323812,434022000,-46.21,20.21
1742418650.7272155,433466000,-47.02,20.07
1742418978.865867,434182000,-44.49,20.12
1742419119.1451716,433688000,-49.52,20.62
1742419247.6609704,434424000,-38.66,22.13
1742419267.9435513,433222000,-44.52,21.19
1742419666.922805,433756000,-46.18,20.82
1742419709.037761,433552000,-45.56,20.68
1742419915.0672524,434786000,-46.92,20.95
1742420483.3058846,433116000,-47.48,20.74
1742420744.7496955,434082000,-46.63,21.16
1742420860.6529877,433264000,-48.52,20.10
1742421189.170526,434904000,-47.43,20.62
1742421631.0274146,434678000,-45.06,20.73
1742421825.3300514,434578000,-47.26,20.18
1742421881.263993,434254000,-46.43,21.76
1742421912.366195,433978000,-30.13,24.79
1742421912.366768,433980000,-23.05,33.63
1742421912.3670208,433982000,-21.68,35.84
1742421912.3672342,433984000,-25.51,30.95
1742421912.36747,433986000,-35.27,20.29
1742421913.0085843,433978000,-31.56,20.69
1742421913.0090966,433980000,-22.53,31.10
1742421913.0093474,433982000,-20.76,34.54
1742421913.0095642,433984000,-25.80,27.30
1742422259.308809,433142000,-46.17,20.05
1742422389.7542896,434384000,-46.08,20.21
1742422602.4265053,433922000,-41.46,20.16
1742422981.808915,433770000,-44.70,20.25
1742423223.67781,434784000,-43.60,21.48
1742423230.2598548,434572000,-47.73,21.20
1742423356.0225482,434752000,-45.44,20.18
1742423883.572712,434694000,-45.21,20.19
1742424038.326667,434848000,-46.64,20.28
1742424255.5384033,433924000,-40.66,20.04
1742424369.457532,433924000,-41.01,20.42
1742424522.2314188,434960000,-51.17,20.94
1742424705.1365705,432980000,-47.41,20.30
1742424910.4486828,433406000,-45.98,20.80
1742425242.6289055,434784000,-44.08,21.13
1742426002.3576808,434256000,-45.63,21.46
1742426193.4714413,434518000,-45.95,20.32
1742426359.0404372,434204000,-45.46,20.44
1742426441.4712737,434074000,-45.81,20.43
1742426494.2616003,433592000,-45.93,20.38
1742426496.2508285,433892000,-46.05,20.75
1742426649.4608939,433922000,-42.79,20.12
1742426649.4614923,433924000,-41.45,21.57
1742426673.5262058,433122000,-45.87,20.66
1742426730.8738306,434964000,-48.23,20.23
1742427034.1661792,434138000,-44.96,20.23
1742427295.6650686,433042000,-49.92,20.62
1742427372.7312937,433446000,-44.68,20.04
1742427593.3347595,433918000,-45.90,20.26
1742427796.869084,434776000,-45.42,22.84
1742428431.4210052,434778000,-47.07,20.87
1742428733.7561965,434684000,-46.99,20.15
1742428746.242072,434094000,-50.41,21.22
1742428814.1410966,434572000,-43.46,22.06
1742429069.7539158,434008000,-45.67,21.66
1742429297.7239404,434222000,-44.50,21.44
1742429487.4163039,433374000,-48.04,20.01
1742429588.2240753,435010000,-49.14,20.37
1742430338.4326017,434798000,-45.99,21.58
1742430544.6521099,434776000,-47.56,20.40
1742430617.1504753,434434000,-49.36,20.40
1742431320.955015,433434000,-45.38,20.78
1742431505.4713337,433530000,-44.99,20.67
1742431785.8529146,433556000,-46.56,20.59
1742431877.4362097,433360000,-44.74,20.25
1742431893.9511092,434062000,-44.96,20.46
1742431928.1306148,434722000,-45.56,20.20
1742432302.3386207,434624000,-46.85,20.63
1742432854.5315824,434562000,-44.81,20.27
1742433595.8454134,434712000,-45.62,20.27
1742433815.7447608,433722000,-46.88,20.17
1742434301.632156,433404000,-44.60,20.17
1742434443.3305883,433904000,-45.17,20.43
1742435565.7785828,434610000,-47.80,21.18
1742435755.9747574,434430000,-46.53,21.28
1742435842.8849382,434140000,-43.17,20.00
1742436957.9693453,434362000,-48.22,20.08
1742437080.6478834,433922000,-41.48,21.90
1742437080.6484728,433924000,-40.56,20.36
1742437119.2392404,433764000,-44.60,20.38
1742437212.0508018,434138000,-44.32,20.98
1742437253.582973,433974000,-42.06,20.52
1742437781.2744026,434762000,-49.22,20.57
1742437869.5815105,434976000,-45.81,20.19
1742437954.5651114,433164000,-45.77,20.21
1742438615.5626485,433344000,-46.74,20.62
1742438699.160366,434206000,-44.96,21.00
1742438828.0602868,434932000,-45.94,20.36
1742438922.2009072,434924000,-47.80,22.59
1742439126.2845998,434384000,-46.10,20.98
1742439362.0058799,434462000,-44.99,20.75
1742439573.7728798,434182000,-48.14,20.07
1742439742.165098,434128000,-44.86,20.00
1742439996.8796384,434704000,-44.00,20.07
1742440116.6994648,434194000,-46.59,21.89
1742440150.2885823,434840000,-46.38,22.35
1742440212.764097,434578000,-44.52,20.11
1742440625.5539303,434802000,-46.48,20.70
1742440685.4527843,432998000,-49.09,20.67
1742440837.4521902,433608000,-46.62,20.19
1742440888.0815394,433492000,-43.01,20.80
1742440897.2925239,433866000,-44.59,20.34
1742441427.0896482,433662000,-48.79,20.00
1742441699.4686942,433390000,-46.02,20.06
1742442163.3454795,434168000,-47.41,20.11
1742442274.4487498,434078000,-42.19,22.64
1742442525.2645538,433740000,-43.71,20.22
1742442825.3612692,434048000,-43.06,22.34
1742442968.2684631,433088000,-46.34,21.27
1742442998.5487819,434662000,-42.98,20.46
1742443300.947857,433212000,-47.46,20.55
1742443730.576181,433594000,-47.20,20.23
1742443806.995463,434348000,-47.13,20.03
1742444058.455134,434802000,-49.24,20.10
1742444413.4588912,433766000,-47.54,21.04
1742444687.2542708,434372000,-44.82,21.53
1742444820.9000156,434710000,-43.26,21.13
1742444958.486358,434464000,-45.21,20.20
1742444975.5701401,433502000,-44.18,20.58
1742445015.7676823,434564000,-43.58,20.42
1742445055.9536626,433258000,-46.02,20.50
1742445073.7481248,433720000,-46.91,20.15
1742445124.5129945,434418000,-47.24,20.21
1742445127.7792733,434504000,-44.46,20.19
1742445319.3780756,433022000,-50.36,20.03
1742445356.889044,434876000,-47.87,20.20
1742445417.4966314,434796000,-47.56,21.73
1742445711.7748106,434200000,-44.37,21.16
1742445726.2955217,434444000,-44.78,22.60
1742445863.7655442,433736000,-44.69,20.53
1742446254.3059855,434570000,-44.97,20.36
1742446284.5707207,433548000,-46.94,20.13
1742446642.456623,434074000,-46.68,20.73
1742446706.9172337,434864000,-47.30,21.92
1742447014.885665,434598000,-42.96,20.39
1742447145.7556427,433534000,-43.20,20.17
1742447235.289443,434202000,-45.78,20.28
1742447547.2863944,433486000,-48.43,20.03
1742447634.9819725,434040000,-46.36,21.01
1742448223.5743124,433174000,-44.26,20.47
1742448268.3772185,433734000,-45.75,20.37
1742448307.2909644,434152000,-45.14,20.72
1742448469.983659,434980000,-46.76,20.31
1742449010.5869868,433918000,-45.98,20.01
1742449011.8852336,434804000,-44.85,20.60
1742449015.1991405,434896000,-46.33,20.95
1742449221.8553522,433386000,-47.91,20.47
1742449293.599087,433716000,-46.23,20.59
1742449304.7959208,434132000,-47.15,20.14
1742449414.1098657,434554000,-46.44,20.18
1742449634.5912154,434622000,-45.88,20.17
1742450070.1704705,433412000,-43.15,20.69
1742450228.0638826,434478000,-46.69,20.06
1742450392.0896728,433232000,-46.27,21.32
1742450477.6591625,433380000,-48.94,20.35
1742451022.4913845,433402000,-44.92,20.28
1742451688.6728387,434150000,-49.54,20.40
1742451815.2028542,434690000,-45.46,20.59
1742452043.0991685,432984000,-48.91,20.74
1742452314.4696004,434856000,-47.21,20.90
1742452665.5212207,434882000,-49.23,20.11
1742452907.1030889,433256000,-47.76,20.41
1742452930.7857406,433580000,-46.43,20.76
1742453014.5022411,434594000,-48.24,20.38
1742453112.612577,434188000,-48.11,20.34
1742453236.9669974,434452000,-46.43,20.65
1742453507.6882527,434574000,-47.53,20.73
1742453533.425371,434750000,-42.48,20.33
1742453591.2721524,434464000,-45.47,20.13
1742453752.1055143,434952000,-50.34,20.76
1742453822.5714219,434958000,-45.91,20.19
1742454068.1991742,434176000,-40.66,21.52
1742454172.2629135,433846000,-44.70,20.01
1742454273.0675507,434920000,-49.49,20.90
1742454471.410723,434568000,-46.64,20.96
1742454485.863192,433922000,-47.54,20.06
1742454910.7070286,434496000,-45.68,20.37
1742454914.0242763,434246000,-47.60,21.82
1742455637.6132488,434884000,-50.49,20.86
1742455734.1227074,434416000,-42.91,20.85
1742456179.3067205,433408000,-43.47,20.07
1742456588.5822308,433198000,-47.53,20.40
1742456756.005676,433236000,-45.68,20.32
1742456821.305661,434668000,-43.71,20.82
1742456848.3049092,434052000,-44.37,20.70
1742456956.404017,434372000,-43.78,20.29
1742456991.2702098,433160000,-46.51,20.44
1742457103.9839082,434978000,-46.95,20.76
1742457198.8881605,433648000,-41.29,20.33
1742457214.7004645,433482000,-44.14,20.14
1742457478.8874736,433440000,-40.59,20.00
1742457507.1147616,434246000,-36.52,22.65
1742457844.586921,434126000,-36.82,20.65
1742458063.212027,434358000,-36.66,20.54
1742458169.3225017,434088000,-37.41,20.74
1742458284.5221326,434038000,-38.53,20.67
1742459329.3930428,434844000,-39.58,20.25
1742459510.013451,434470000,-40.74,20.09
1742459746.0331647,434970000,-46.62,20.23
1742460395.8263233,434904000,-43.03,20.41
1742460508.592133,434246000,-43.71,20.26
1742460906.030842,433304000,-38.03,20.98
1742461045.1085134,434824000,-40.54,20.37
1742461046.3890865,434848000,-43.61,21.36
1742461389.8196356,434010000,-41.47,20.05
1742461451.1222668,434264000,-41.61,20.30
1742461594.0942159,433244000,-41.85,20.76
1742461685.6820369,433226000,-40.15,20.67
1742462548.9194894,434892000,-42.27,20.53
1742462590.390333,434372000,-40.33,20.48
1742463198.8369126,434428000,-42.35,20.52
1742463442.9917624,432984000,-42.72,20.90
1742464451.5231962,434744000,-38.62,20.00
1742464554.291737,433546000,-38.63,21.66
1742464814.5786839,432984000,-48.00,22.44
1742465178.117523,434762000,-42.87,20.13
1742465500.2165225,434080000,-43.21,20.55
1742465603.1406665,434732000,-45.49,20.23
1742465789.3227594,434816000,-41.57,20.66
1742465840.6951659,433552000,-41.67,20.52
1742466056.8340542,433910000,-40.25,20.81
1742466099.644544,434890000,-48.10,20.03
1742466723.6535726,434302000,-39.76,20.11
1742467032.0107062,434740000,-41.82,20.66
1742467110.3924835,433392000,-41.58,20.33
1742467299.3269792,434754000,-43.27,21.16
1742468046.720847,434520000,-39.89,20.28
1742468738.112275,434150000,-37.44,20.07
1742469433.2225254,433752000,-42.15,20.24
1742469570.8133416,433042000,-45.17,20.88
1742470006.019592,434662000,-39.34,20.64
1742470067.1994119,433542000,-43.07,20.02
1742470124.9947178,434308000,-41.20,20.17
1742470344.909199,433910000,-37.36,21.47
1742470426.053358,433918000,-40.17,20.60
1742470960.834929,434186000,-36.37,20.67
1742471076.6109238,434194000,-39.36,20.46
1742471097.7432244,434390000,-38.47,21.75
1742471506.126904,434540000,-39.27,20.50
1742471534.4082444,435022000,-41.92,21.41
1742471766.2127216,434298000,-38.18,20.13
1742471842.0531104,434702000,-37.39,20.05
1742471842.0537055,434704000,-36.65,20.77
1742472059.3957329,434092000,-43.50,21.06
1742472071.9372394,433756000,-42.16,20.06
1742472946.1153631,433744000,-39.25,20.33
1742474639.9456496,434808000,-39.86,20.80
